Age,Gender,Balance,NumOfProducts,Geography,IsActiveMember,Exited
60,0,140614.15,1,France,1,0
22,0,118680.57,1,Spain,1,0
35,0,122917.69,1,Germany,1,0
36,1,0.0,2,France,0,0
40,0,131754.11,2,France,1,0
35,1,0.0,2,France,1,0
24,1,0.0,2,France,1,0
35,1,119948.09,1,Germany,0,1
38,1,0.0,1,France,0,1
25,0,0.0,2,France,1,0
39,1,0.0,2,Spain,0,0
38,1,97266.1,1,Spain,1,0
28,0,113690.83,1,Germany,0,0
42,1,99056.22,2,Spain,0,1
34,0,0.0,2,France,1,0
36,1,116338.68,1,Spain,1,0
40,0,97339.99,1,France,1,0
41,0,0.0,2,France,1,0
55,1,137592.31,2,Germany,1,1
34,0,108760.27,2,Germany,0,1
30,0,128770.88,2,Germany,1,0
34,1,0.0,2,France,0,0
36,1,44054.84,1,Spain,1,0
44,1,119657.53,1,Germany,0,1
49,1,108797.63,2,Germany,0,0
35,0,0.0,2,Spain,0,0
49,1,102025.32,1,Germany,0,1
20,1,122446.61,2,Spain,0,0
27,1,158786.67,2,France,1,0
29,0,125689.29,1,France,1,0
29,0,154640.41,1,Germany,1,0
50,1,146710.76,1,Germany,0,1
67,0,136709.35,1,Germany,1,1
43,0,129305.09,2,Germany,1,0
40,0,0.0,2,Spain,0,0
63,1,0.0,2,France,1,0
21,1,82844.33,2,France,1,0
22,1,0.0,2,Spain,1,0
46,0,0.0,2,France,0,0
33,1,76692.22,1,Germany,1,0
34,0,117715.84,1,France,0,0
54,0,87105.32,1,France,1,0
43,1,0.0,1,France,0,1
64,1,69311.16,1,France,1,0
26,0,0.0,2,France,1,0
33,1,66948.67,2,Spain,1,0
57,1,0.0,2,France,1,0
76,0,128410.71,2,Spain,1,0
38,0,99897.53,1,Germany,0,0
22,0,0.0,1,France,1,0
31,1,152622.34,1,Germany,0,0
40,0,0.0,2,France,0,0
56,0,138227.19,2,France,1,0
25,1,111395.53,1,France,1,0
44,0,84386.57,1,Germany,0,0
36,1,0.0,2,France,1,0
33,0,174673.65,2,Germany,0,0
46,0,0.0,2,France,0,0
46,0,109019.65,2,Germany,1,0
52,1,107906.75,1,Germany,0,1
54,0,128914.97,1,France,0,1
63,0,111179.83,1,Spain,1,0
52,1,124099.13,1,Germany,0,0
59,0,122471.09,1,Germany,1,0
34,0,134692.4,2,France,1,0
25,1,123816.5,1,France,1,0
34,0,106288.54,1,Germany,1,0
55,1,127723.25,2,Germany,0,1
43,0,145843.82,1,Spain,1,1
34,1,148200.72,1,Germany,0,0
30,0,104145.65,1,France,0,0
24,0,142755.25,1,Germany,0,0
63,1,81245.79,1,Germany,0,1
33,1,168560.46,2,Germany,0,0
38,0,0.0,1,France,0,0
42,0,132193.94,2,Germany,1,0
58,0,0.0,1,France,1,0
25,0,139330.1,1,Germany,0,0
29,0,0.0,2,Spain,1,0
40,0,0.0,2,France,0,0
28,1,134571.5,1,France,1,0
50,0,143829.2,2,Germany,0,1
32,0,0.0,2,France,0,0
44,1,133444.97,1,France,1,0
23,1,104753.84,2,Germany,0,1
51,1,116574.84,1,Germany,0,1
41,0,0.0,2,France,1,0
40,1,176914.8,1,France,1,0
36,1,68348.18,2,France,1,0
33,1,0.0,2,France,1,0
42,0,56726.83,2,France,1,0
46,0,65269.23,1,Spain,1,1
33,0,66220.17,1,Spain,1,0
56,0,0.0,1,France,0,1
41,1,96147.55,1,France,0,0
42,0,0.0,2,France,0,0
48,0,0.0,1,Spain,0,1
32,1,145330.43,1,Germany,1,0
21,1,0.0,2,France,1,0
47,1,124192.28,2,Germany,1,0
46,1,111288.18,1,Germany,1,1
43,0,107805.67,1,France,0,0
36,1,103700.69,1,Germany,0,1
38,1,0.0,2,France,1,0
34,0,0.0,1,France,1,0
27,1,87739.08,1,France,1,0
20,1,133313.34,1,Spain,1,0
49,1,0.0,1,France,1,0
41,0,154902.66,1,Germany,1,0
36,1,0.0,2,France,0,0
68,0,112595.85,1,Germany,0,1
39,0,119695.75,1,Germany,1,0
47,1,0.0,1,France,0,1
49,0,0.0,2,Spain,1,0
59,1,152614.51,2,Germany,1,0
33,1,131647.01,2,Germany,0,0
27,0,96654.72,2,France,0,0
22,0,137583.04,1,France,1,0
28,1,62717.84,2,Germany,1,0
32,0,95377.13,1,France,1,0
28,0,135936.1,2,Spain,1,0
35,0,161591.11,3,Germany,1,0
47,0,142382.03,1,France,1,0
33,0,0.0,2,Spain,1,0
30,0,0.0,2,Spain,1,0
38,1,127043.09,1,France,1,0
46,1,0.0,1,Spain,1,0
29,1,78885.88,2,Germany,1,0
45,1,95922.9,1,Spain,0,1
29,1,0.0,2,France,0,0
36,1,91711.59,1,France,1,0
46,1,110031.09,2,Germany,1,0
36,0,81210.72,2,France,1,0
32,0,122947.92,1,Germany,1,0
38,1,182065.85,1,France,0,0
45,0,0.0,1,France,0,1
41,1,69974.66,2,Spain,0,1
38,1,123711.73,2,France,0,1
44,0,76495.04,1,France,0,0
38,1,0.0,2,France,0,0
46,0,0.0,2,Spain,1,0
45,1,121874.89,1,Germany,0,1
45,1,0.0,2,France,1,0
36,0,188455.19,1,France,0,1
42,1,99045.93,2,France,0,0
36,1,0.0,1,France,1,0
30,1,205770.78,2,Germany,0,0
31,1,79340.95,1,France,0,0
57,0,138456.03,2,Germany,1,0
49,0,0.0,2,France,1,0
48,0,101099.9,2,Germany,1,0
31,1,0.0,2,Spain,1,0
40,0,109219.83,1,France,0,0
67,0,123276.69,2,Germany,1,1
43,0,113034.31,1,Spain,1,0
41,0,0.0,2,Spain,0,0
30,0,129548.5,2,Spain,1,0
72,1,74812.84,1,France,1,0
40,1,0.0,2,France,0,0
54,1,0.0,2,Spain,0,1
28,1,153538.13,2,Germany,0,0
38,1,0.0,2,France,1,0
34,0,0.0,2,Spain,1,0
32,0,155619.36,1,Spain,1,0
35,0,159693.9,2,Spain,1,0
37,0,171653.17,1,Spain,1,0
39,1,47685.47,2,Germany,1,0
35,0,0.0,2,France,1,0
61,0,0.0,1,France,0,1
28,0,123692.0,1,Spain,1,0
26,0,148853.29,2,Germany,1,0
35,0,133161.95,1,France,1,0
24,0,143221.35,2,Germany,0,0
35,0,0.0,2,France,1,0
56,0,0.0,3,Spain,0,1
33,0,0.0,2,France,0,0
38,0,126265.88,2,Germany,0,0
37,0,0.0,1,France,0,0
31,0,112713.34,1,Spain,1,0
34,0,141173.03,1,France,1,0
35,1,0.0,2,Spain,1,0
39,0,0.0,2,Spain,0,0
38,0,118866.36,1,Spain,1,0
47,0,0.0,2,France,1,0
33,1,0.0,2,Spain,1,0
54,1,92316.31,2,Spain,0,1
30,0,122185.53,1,Germany,0,1
38,0,123345.85,1,France,0,0
30,0,73070.18,2,France,0,0
38,0,0.0,2,Spain,0,0
47,0,95120.59,1,France,0,0
40,0,102800.65,1,France,0,0
70,1,97072.42,1,France,1,0
31,0,132876.55,1,Spain,1,0
33,0,0.0,2,Spain,1,0
22,0,0.0,2,France,0,0
36,0,0.0,1,France,0,1
39,0,0.0,1,France,0,0
26,0,51962.91,2,France,0,0
29,1,98759.89,1,Spain,0,0
33,0,156570.86,1,Germany,1,0
42,1,0.0,1,France,1,1
42,0,159024.71,1,France,0,1
39,1,73493.17,1,France,1,1
45,1,0.0,2,France,1,0
35,1,69617.36,1,France,0,0
35,1,136526.26,2,Spain,0,0
25,0,113736.27,1,France,1,0
52,0,106723.28,1,France,0,1
33,1,138847.9,1,Germany,1,0
40,1,0.0,2,France,0,0
33,1,107868.14,2,Germany,1,0
33,0,96926.12,2,Germany,0,0
30,0,77599.23,1,France,0,0
38,0,178787.54,1,Germany,1,0
81,0,0.0,2,France,1,0
34,1,129668.43,2,Germany,1,0
34,0,146178.13,2,France,1,0
40,1,0.0,2,France,0,0
37,0,0.0,2,France,0,0
38,1,154763.21,2,France,1,0
56,1,116251.24,1,Germany,1,1
37,0,0.0,2,France,1,0
30,1,100954.88,2,Germany,0,0
51,1,124620.01,2,France,0,1
34,1,0.0,2,Spain,1,0
40,0,112701.04,1,France,0,0
45,0,84692.5,1,Spain,1,0
49,0,108204.52,1,Germany,0,1
30,0,86449.39,1,France,1,0
42,0,0.0,1,Spain,1,0
36,0,73194.99,1,Germany,1,0
31,0,124593.23,1,Germany,0,0
50,0,119655.77,1,Germany,1,1
42,0,121765.37,2,Germany,1,0
35,0,110837.73,1,France,0,0
47,0,99835.17,1,Spain,1,0
30,1,91057.37,2,Germany,0,0
26,1,0.0,2,France,0,0
27,0,149400.27,1,Spain,0,0
38,0,89111.63,1,Germany,0,0
33,0,132527.9,2,Germany,1,0
36,1,114997.42,1,France,0,0
46,0,161798.53,1,France,0,0
27,1,96129.32,2,Germany,1,0
45,0,0.0,2,Spain,0,0
32,0,133050.97,2,France,0,0
51,0,120124.35,2,France,1,0
39,0,0.0,2,France,0,0
32,0,133705.74,1,Spain,0,0
39,1,0.0,2,Spain,0,0
40,1,0.0,2,France,0,0
33,1,152805.05,1,France,0,0
21,1,151701.45,3,Germany,1,1
67,1,0.0,2,France,1,0
22,1,112465.06,1,France,1,0
24,0,156007.09,1,Germany,0,0
28,0,132405.52,3,Germany,0,1
26,0,142662.68,1,France,0,0
36,0,102603.3,2,Germany,1,0
32,0,0.0,2,Spain,0,0
37,0,0.0,2,Spain,0,0
57,0,105000.85,2,Spain,1,1
45,0,0.0,2,France,1,0
36,1,69518.95,1,France,0,0
41,0,126145.54,2,Germany,1,0
41,0,138937.35,1,France,1,1
44,1,113581.98,1,Germany,0,0
34,0,112572.39,1,France,0,0
51,0,114514.71,2,Germany,0,1
35,1,0.0,2,France,1,0
34,1,0.0,2,France,1,0
32,0,84906.45,1,France,0,0
39,1,126816.18,1,Spain,1,0
26,1,105249.76,2,Germany,1,0
41,0,0.0,2,Spain,0,0
50,0,109387.9,1,Germany,0,0
23,0,122478.51,1,Germany,0,1
73,1,137732.23,2,France,1,0
46,1,157866.77,1,France,1,0
41,1,0.0,1,France,1,0
31,1,136789.14,1,France,0,1
36,0,0.0,2,France,1,0
30,0,144684.03,1,France,1,0
24,0,107065.31,1,France,1,0
33,1,91301.72,1,France,1,0
39,0,207034.96,2,Spain,0,1
37,0,0.0,2,Spain,1,0
50,0,0.0,1,Spain,1,0
38,0,0.0,1,Spain,1,1
36,1,0.0,2,Spain,0,0
34,0,0.0,2,France,1,0
36,0,0.0,2,Spain,1,0
42,0,0.0,2,Spain,0,0
30,1,92472.1,2,France,1,0
21,0,0.0,2,Spain,0,0
62,0,127738.75,2,France,1,0
50,1,101242.98,2,Germany,0,0
43,1,92599.55,2,France,1,0
36,1,0.0,2,Spain,1,0
50,1,0.0,4,Spain,0,1
37,0,82373.94,1,France,0,1
31,0,141356.47,1,Spain,0,0
23,0,0.0,1,France,0,1
47,1,72664.0,2,Spain,1,0
47,1,123365.34,2,France,0,0
33,0,121898.58,1,Germany,0,0
33,0,0.0,1,Spain,1,0
31,1,103696.97,3,France,0,1
33,0,0.0,2,France,0,0
56,1,74129.18,2,Germany,1,1
34,1,0.0,1,France,0,0
29,0,185379.02,1,Germany,0,0
47,1,118087.68,1,Germany,0,1
41,0,109402.13,1,Spain,1,0
33,1,130367.87,1,Germany,0,1
34,1,108410.87,2,Germany,0,0
50,1,90408.16,2,France,0,0
34,1,90425.15,2,France,1,0
39,1,140094.59,1,Spain,0,1
31,0,0.0,2,Spain,1,0
46,1,95439.4,1,Germany,1,1
34,0,204017.4,2,Germany,0,0
29,0,0.0,2,Spain,0,0
49,0,137115.16,1,Germany,0,1
43,0,134740.19,2,Germany,0,0
29,1,0.0,2,France,0,0
29,0,98955.87,1,Germany,1,0
44,0,49157.09,2,Germany,0,0
31,0,130240.33,1,Germany,0,0
48,0,108019.27,3,France,1,1
51,0,126725.25,1,Germany,0,1
34,1,96693.66,1,Germany,1,0
27,1,129810.6,1,Germany,1,0
58,0,156652.13,1,France,0,1
36,1,0.0,1,France,0,1
40,0,130661.96,1,France,1,0
50,1,0.0,2,France,1,0
37,0,0.0,2,France,0,0
47,0,130747.1,1,France,0,0
30,0,106629.49,1,Germany,1,0
36,0,112029.83,1,Spain,1,0
29,0,130575.26,1,Germany,1,0
28,0,96679.71,1,Germany,1,0
33,0,0.0,2,France,0,0
50,0,171740.69,1,France,0,0
38,0,0.0,2,Spain,0,0
39,1,100116.67,1,Germany,1,1
24,0,120596.93,1,Germany,1,0
48,1,0.0,2,France,1,0
29,0,95984.69,2,France,1,0
38,0,142557.11,1,France,1,0
47,0,0.0,2,France,0,0
66,0,0.0,2,Spain,1,0
36,1,143644.16,1,Germany,0,1
38,1,132129.72,1,France,1,0
52,1,0.0,2,France,0,1
68,1,183555.24,1,France,0,1
38,0,91902.56,2,France,1,0
40,0,156218.19,1,France,1,0
43,1,93259.57,3,Germany,0,1
45,1,168085.38,2,Germany,1,0
51,0,107714.74,3,Germany,0,1
31,1,117852.26,2,France,0,0
60,0,0.0,1,Spain,0,1
51,1,84474.62,2,Spain,1,0
50,0,0.0,2,France,0,0
35,0,126803.34,2,Germany,1,0
34,1,0.0,2,France,0,0
36,1,68806.84,1,Germany,0,0
31,1,115141.18,1,France,0,0
35,1,0.0,2,France,1,0
34,0,90723.36,1,Spain,1,0
49,1,151249.45,2,Germany,1,0
32,1,0.0,2,France,1,0
43,1,94752.49,1,Germany,0,1
34,1,0.0,1,Spain,0,1
28,0,0.0,1,Spain,0,0
31,0,132084.66,3,France,1,1
45,0,0.0,2,France,1,0
35,0,0.0,2,France,1,0
53,1,45472.28,1,France,1,1
33,0,0.0,1,France,0,0
33,1,130229.71,2,Germany,0,1
38,1,123948.85,1,Germany,0,0
39,0,127415.85,1,Germany,1,1
35,0,110067.71,1,Germany,0,1
39,0,65521.2,1,Spain,1,0
31,0,0.0,2,Spain,1,0
47,0,0.0,2,France,1,0
33,0,155736.42,2,Germany,1,0
29,1,0.0,2,Spain,0,0
34,1,118307.57,2,France,1,0
41,0,0.0,1,France,1,0
24,1,103099.17,2,Germany,0,0
38,1,0.0,2,France,1,0
33,0,125789.69,1,France,0,1
36,1,109646.83,1,Germany,1,0
30,0,127187.86,1,France,1,0
36,1,0.0,1,France,1,0
24,0,0.0,1,Spain,0,0
41,0,130385.82,1,France,1,0
23,0,107787.47,1,France,1,0
34,0,99325.04,2,France,1,0
37,1,0.0,1,France,0,0
48,0,123764.95,1,France,1,0
39,1,128264.03,1,Germany,0,1
47,0,86006.21,1,Spain,1,0
38,1,57068.43,2,Germany,0,0
29,0,103607.24,2,Germany,1,0
40,0,99004.24,1,Spain,1,0
36,1,0.0,2,Spain,1,0
25,1,147386.72,3,Spain,0,1
42,0,93608.28,1,Spain,0,1
38,0,0.0,2,Spain,1,0
71,0,119496.87,1,Germany,0,0
32,1,0.0,1,Spain,0,0
37,1,0.0,2,France,0,0
25,1,0.0,2,Spain,1,0
25,1,152885.77,1,Germany,0,0
31,0,99607.37,2,France,1,0
27,0,137003.68,1,France,0,0
48,0,122831.58,1,Germany,1,1
38,0,99811.44,2,Spain,0,0
37,0,154712.58,2,Spain,0,0
37,0,0.0,1,Spain,1,0
24,1,147687.24,1,Germany,1,0
33,1,0.0,2,Spain,1,0
27,0,127009.83,1,France,0,0
61,0,124737.96,1,Germany,1,1
44,1,179356.28,2,Spain,0,1
31,0,0.0,2,Spain,1,0
31,0,127320.36,3,Germany,0,0
31,0,125175.58,1,Spain,1,0
22,1,186788.96,2,France,0,0
40,0,148556.74,1,France,1,0
40,1,128644.46,1,Germany,0,0
46,1,127476.73,2,France,1,0
27,1,159561.93,1,France,1,0
42,0,112419.92,1,France,1,0
28,0,129991.76,2,France,1,0
36,0,0.0,1,Spain,1,0
59,1,0.0,2,Spain,1,0
50,1,0.0,1,France,0,1
40,1,89175.06,2,Germany,1,0
39,1,0.0,2,France,0,1
39,1,162390.52,2,Spain,0,0
59,1,190353.08,1,Germany,0,0
21,0,0.0,2,France,0,0
47,0,0.0,2,France,0,0
40,1,139180.97,1,France,1,0
36,0,114435.47,1,France,0,0
66,1,149950.19,1,France,1,0
42,0,126115.6,1,France,0,0
59,1,111396.97,1,Germany,1,0
30,0,115007.08,1,France,0,0
54,0,102141.9,1,France,1,0
36,1,133686.52,1,Spain,0,1
32,0,120879.73,2,France,1,0
47,0,0.0,1,Spain,0,1
49,1,82321.88,1,Spain,1,0
27,1,0.0,2,Spain,0,0
33,0,116474.28,2,Spain,1,0
34,1,132352.69,1,France,0,0
39,1,182491.57,1,Germany,0,0
34,0,0.0,2,France,1,0
63,0,120787.18,2,Spain,1,0
29,1,130181.47,2,France,0,0
32,0,88348.43,2,Germany,1,0
31,0,0.0,2,Spain,1,0
39,0,146186.28,2,Germany,1,0
32,0,0.0,1,France,0,1
34,0,104488.17,1,Spain,1,0
32,1,109196.67,2,Germany,0,0
61,1,80538.56,1,France,0,1
41,0,109026.8,2,Germany,1,0
75,0,61319.63,1,Germany,1,0
40,1,0.0,2,France,1,0
39,1,0.0,2,France,1,0
42,0,177822.03,1,France,0,1
59,0,110939.3,1,Germany,0,1
25,0,165413.43,1,Germany,1,0
27,0,77805.66,1,France,1,0
50,0,0.0,2,France,0,0
57,1,175575.95,2,Spain,0,1
38,1,124197.22,1,Spain,0,0
30,1,0.0,2,France,0,0
39,1,160132.75,1,France,0,0
37,1,70258.88,2,Germany,0,0
32,0,162657.64,2,Germany,1,0
43,0,132217.45,1,Germany,0,1
25,0,148042.97,2,Spain,0,0
33,1,92855.02,1,Spain,1,0
47,0,129289.98,1,Germany,0,1
37,0,100252.18,1,Spain,1,0
37,0,107592.89,2,Spain,1,0
39,0,113096.41,1,France,1,0
40,1,0.0,2,Spain,1,0
34,0,149940.04,2,Spain,0,0
50,0,121438.58,1,Germany,1,1
32,0,0.0,2,France,0,0
50,1,0.0,1,France,1,1
29,0,148874.01,2,France,1,0
32,1,68138.37,1,Spain,1,0
35,0,110080.3,1,Spain,1,0
24,0,0.0,2,France,1,0
25,1,114268.85,2,Germany,1,0
29,0,117412.35,1,Germany,0,0
38,1,0.0,2,France,1,0
35,1,0.0,2,France,0,0
37,1,35549.81,2,Germany,0,0
56,0,0.0,2,France,1,0
36,0,136492.92,3,France,1,1
28,0,123675.69,1,Germany,1,0
40,1,139532.34,1,France,0,0
58,0,178713.98,1,Spain,1,0
40,0,0.0,2,France,0,0
41,0,89086.31,1,France,0,0
38,0,96143.47,1,Spain,0,0
30,1,32197.64,1,Germany,1,0
38,0,0.0,2,France,1,0
33,1,0.0,2,France,0,0
32,0,0.0,2,Spain,1,0
33,0,0.0,2,France,0,0
40,1,140306.38,1,Germany,0,1
35,1,0.0,2,France,0,0
38,0,0.0,2,France,0,0
42,1,74483.97,2,Germany,1,0
53,1,0.0,2,France,1,1
34,0,0.0,1,Spain,0,0
37,0,152303.66,2,France,1,0
32,0,159904.79,1,Germany,0,0
32,0,0.0,3,France,0,0
31,1,99557.94,1,Germany,0,0
46,1,116886.59,1,Spain,0,0
32,0,142188.2,2,Spain,1,0
40,1,149961.99,2,Germany,0,0
36,1,0.0,2,France,1,0
34,1,0.0,1,France,0,0
53,0,0.0,2,Spain,1,0
40,0,28649.64,1,Spain,1,0
21,1,81025.6,2,France,0,0
57,0,0.0,2,France,1,0
39,1,152462.79,1,France,0,0
25,0,0.0,1,France,1,0
28,0,155519.59,1,Spain,0,0
36,1,118851.05,1,France,1,0
34,1,92899.27,2,France,0,0
40,0,0.0,1,France,1,0
37,0,75263.7,1,France,0,0
38,0,147904.31,1,Spain,1,0
41,1,106640.5,1,Germany,0,0
28,1,90696.78,1,Germany,1,0
36,1,175509.8,2,Spain,0,0
40,0,0.0,2,France,1,0
34,1,0.0,2,France,0,0
35,1,114321.28,2,France,0,0
51,1,95560.04,1,Germany,0,1
50,1,88379.81,3,Germany,1,1
48,0,85915.52,1,Germany,1,0
58,0,72309.3,1,Germany,1,1
39,1,0.0,2,France,0,0
43,0,0.0,1,France,1,0
69,0,0.0,2,France,0,0
58,0,0.0,3,France,1,1
33,1,0.0,1,France,0,1
30,0,133844.22,1,France,1,0
36,0,154872.08,2,France,1,0
27,1,0.0,2,France,0,0
43,0,116121.67,1,Spain,0,0
42,0,107104.5,1,Germany,1,1
47,0,71026.77,1,France,0,0
38,0,0.0,1,France,0,0
33,0,0.0,2,France,1,0
41,1,0.0,2,France,1,0
53,0,0.0,2,France,1,0
27,1,0.0,2,France,0,0
39,1,145644.05,1,France,0,0
50,1,129667.77,1,Spain,0,0
33,0,109341.87,1,Germany,0,0
64,0,0.0,2,France,1,0
35,1,0.0,2,France,1,0
30,1,0.0,2,Spain,0,0
55,0,87485.67,1,France,1,0
27,0,0.0,2,France,0,0
36,1,53369.13,1,France,1,0
35,1,0.0,2,France,1,0
34,0,146679.77,1,Spain,0,0
43,0,112499.42,2,France,0,0
38,1,48387.0,1,Spain,0,0
38,0,68079.8,1,Spain,1,0
49,0,160133.88,1,Germany,1,0
30,0,66190.33,1,France,1,0
37,1,0.0,2,France,1,1
35,0,123761.68,1,France,0,0
33,1,122325.58,1,Germany,0,1
41,0,0.0,2,France,0,0
42,1,138912.17,1,Spain,1,0
42,1,0.0,2,France,1,0
25,1,128524.19,2,Germany,0,0
31,1,0.0,2,Spain,0,0
34,1,0.0,2,France,0,0
49,1,132934.89,1,Germany,0,1
43,0,150805.17,3,Germany,1,1
46,1,0.0,2,Spain,1,0
32,0,0.0,3,Spain,1,0
28,1,165969.26,3,Spain,0,1
36,1,124495.98,3,Germany,1,1
39,0,141559.5,1,Germany,1,1
38,0,114756.14,1,France,0,0
30,1,0.0,2,France,1,0
49,1,155393.98,2,Germany,0,1
32,1,0.0,1,Spain,1,1
31,1,128663.81,2,Germany,0,0
44,0,113522.64,1,Spain,1,0
26,1,0.0,2,Spain,0,0
34,0,0.0,2,France,1,0
40,1,79035.95,1,Spain,0,1
22,1,0.0,3,Spain,1,1
33,0,141918.09,2,Germany,1,0
35,1,107944.33,2,France,0,0
36,0,0.0,2,France,1,0
57,0,120043.13,1,Germany,0,1
45,1,125191.69,1,Spain,1,1
31,0,96399.31,2,France,0,0
41,0,0.0,2,France,1,0
60,0,76961.6,2,France,1,0
34,1,98675.74,1,Germany,0,1
37,0,126817.13,2,Germany,1,1
32,0,121394.42,1,France,0,0
29,1,106059.4,1,Germany,0,1
44,0,112755.34,2,Germany,0,0
29,0,0.0,2,Spain,0,0
55,1,0.0,3,Spain,0,1
38,1,145400.69,2,Germany,1,0
39,0,72647.64,1,France,0,1
40,0,0.0,2,Spain,1,0
37,1,96340.81,2,Germany,1,1
55,0,0.0,1,Spain,1,1
32,0,124450.36,2,Germany,1,0
36,0,113877.23,2,Germany,0,0
25,0,0.0,2,Spain,1,0
36,1,148667.81,2,France,0,0
34,0,0.0,2,France,1,0
62,1,111065.93,2,France,1,0
41,0,0.0,1,France,0,0
44,0,158697.61,1,France,0,0
53,1,0.0,1,France,0,1
25,0,0.0,2,Spain,0,0
48,1,90044.32,2,France,1,1
38,0,84651.79,1,Germany,1,0
32,0,102128.27,1,Germany,0,1
60,0,148846.39,1,Germany,0,1
69,0,154953.94,1,France,1,0
30,1,108883.29,1,France,0,0
48,1,112070.86,3,France,0,1
29,0,131354.39,1,Germany,1,1
45,1,132746.2,2,Germany,0,1
34,1,0.0,2,France,1,0
39,0,125211.55,2,France,0,0
58,0,0.0,2,Spain,1,1
36,0,139422.37,1,Germany,0,1
28,1,0.0,2,France,1,0
47,1,157099.47,2,Germany,1,0
40,0,0.0,2,France,0,0
26,0,83600.24,1,Spain,1,0
28,0,0.0,1,France,0,0
36,0,81795.74,2,Germany,0,0
38,0,129378.32,1,Spain,1,0
46,1,0.0,1,France,0,0
56,1,0.0,2,Spain,1,0
22,0,99339.0,1,France,0,1
36,0,0.0,2,Spain,0,0
29,1,74430.1,2,Germany,1,0
38,0,91241.85,1,Spain,1,0
32,0,99092.45,1,Germany,1,0
26,1,0.0,2,France,0,0
39,1,100062.16,2,Germany,0,0
26,1,98723.67,1,Germany,1,0
29,0,0.0,1,Spain,1,0
43,0,128760.32,1,France,0,0
52,1,144772.69,1,Spain,0,1
44,0,0.0,1,Spain,0,1
26,0,71281.29,1,France,1,1
29,0,117035.89,1,France,1,0
26,0,0.0,2,France,0,0
40,1,3768.69,2,France,0,1
36,1,108913.84,2,Germany,1,0
28,0,101100.22,2,Germany,1,0
38,1,110615.47,1,France,1,0
33,0,152143.89,1,Germany,1,0
47,0,121797.09,1,France,1,1
41,1,109798.25,1,France,1,0
41,0,122403.24,1,Germany,1,1
43,1,145860.98,1,France,1,1
40,0,0.0,2,Spain,0,0
29,0,0.0,2,France,0,0
48,1,105086.74,1,Germany,1,1
22,0,114991.45,1,France,1,0
33,1,96769.04,1,Spain,1,0
23,1,0.0,2,France,0,0
34,1,0.0,2,France,0,0
23,0,132725.1,1,Germany,1,0
70,1,0.0,2,France,1,0
26,1,0.0,2,France,0,0
33,1,0.0,2,France,0,0
33,1,84557.82,1,Spain,1,0
49,0,93817.41,2,France,1,1
33,1,113913.53,1,France,1,0
44,1,140406.68,2,Germany,1,0
22,1,105229.34,1,Spain,1,0
46,1,0.0,3,Spain,1,1
41,1,137891.35,1,France,0,1
35,1,0.0,2,France,1,0
53,1,0.0,2,France,1,0
37,0,165252.52,1,France,0,0
32,0,0.0,2,France,0,0
71,1,0.0,2,France,1,0
23,0,0.0,2,Spain,1,0
28,1,122034.4,3,Germany,1,1
44,1,0.0,1,France,0,0
59,0,118962.58,1,France,1,0
49,0,0.0,1,Spain,0,1
34,1,71379.53,2,France,1,0
40,1,171178.25,1,France,0,1
36,0,131307.11,1,France,0,0
62,0,0.0,2,Spain,1,0
27,1,87099.85,2,Spain,0,0
71,0,183135.39,2,France,1,0
26,0,0.0,2,France,1,0
51,0,0.0,3,France,0,1
31,0,0.0,2,France,1,0
33,1,0.0,2,France,1,0
33,1,72535.45,1,Spain,1,0
58,0,128137.42,2,Germany,0,1
51,0,0.0,2,France,0,0
42,0,115915.53,2,Germany,1,1
66,0,0.0,2,France,1,0
50,0,0.0,2,France,0,0
29,0,107000.49,1,France,1,0
38,1,0.0,2,Spain,0,0
34,1,0.0,2,France,0,0
34,0,152806.74,1,Spain,0,0
60,1,92887.06,1,France,0,1
25,0,0.0,2,France,1,0
40,1,114940.67,2,Germany,1,1
34,0,140641.26,2,Germany,1,0
70,1,71816.74,2,Germany,0,1
41,1,0.0,2,France,1,0
48,0,165282.42,1,France,0,1
42,0,143145.87,2,Spain,0,0
28,0,114731.76,2,France,1,0
46,1,113909.69,3,Germany,0,1
36,0,116695.27,1,Germany,0,0
42,0,0.0,1,France,0,1
43,0,0.0,2,Spain,1,0
36,0,0.0,2,France,1,0
37,0,93978.96,2,Germany,0,0
35,0,121968.11,2,Germany,1,0
37,0,97324.91,1,France,0,0
29,0,0.0,2,Spain,0,0
37,0,0.0,2,France,1,0
48,1,0.0,2,France,1,0
42,0,145155.37,1,France,0,1
28,0,137222.77,1,France,0,0
48,0,0.0,2,France,1,0
38,1,114268.22,2,Germany,1,0
27,0,0.0,2,Spain,1,0
42,1,0.0,1,Spain,0,0
40,1,150490.32,1,France,0,1
28,0,160858.13,2,Germany,0,0
39,0,170288.38,1,Spain,1,0
27,1,111568.01,1,Germany,1,0
29,0,83889.03,1,Spain,0,0
35,1,171982.95,2,Germany,1,0
34,1,0.0,2,France,0,0
20,0,137624.4,2,France,1,0
50,0,121159.65,1,France,0,1
29,0,0.0,2,France,1,0
52,0,0.0,2,Spain,1,0
37,0,91184.01,1,France,0,0
18,0,0.0,2,Spain,0,0
54,1,144027.8,1,Germany,1,1
34,1,0.0,2,France,1,0
29,1,140170.61,1,France,1,0
27,0,62092.9,1,France,1,0
39,0,0.0,1,Spain,1,0
35,0,0.0,2,Spain,0,0
45,0,0.0,1,France,0,0
